#mpi 1st( 3rd law)
real 6.40
user 12.60
sys 0.08
#flags
real 1.01
user 1.87
sys 0.05
#no O3 and flags
real 7.50
user 14.85
sys 0.04
#less math()
real 2.14
user 4.16
sys 0.05
#-O3
real 0.96
user 1.78
sys 0.05
#all flags + np1
real 1.58
user 1.52
sys 0.05
#all flags + np2
real 0.89
user 1.66
sys 0.04
