0 72.64160016004949 23.16879686315181 -160.484384338817 -137.31558747566518 
100 65.43323662722818 20.869713279644277 -158.26635747812412 -137.39664419847983 
200 59.79291672687896 19.070751999517448 -156.4793625212343 -137.40861052171684 
300 57.64514280133865 18.385726646562947 -155.7865289240691 -137.40080227750616 
400 60.30123888655285 19.232879662352165 -156.54009116344446 -137.3072115010923 
500 61.72762727986265 19.687821498156154 -157.1016168680298 -137.41379536987364 
600 57.14347223375721 18.2257204869119 -155.66135485295115 -137.43563436603924 
700 59.33906642908275 18.92599795592874 -156.26728968916123 -137.34129173323248 
800 59.75647586642129 19.05912930822758 -156.36554425959724 -137.30641495136967 
900 54.35607343558397 17.33668890735996 -154.79957078836193 -137.46288188100198 
1000 58.38087655626444 18.6203864816393 -155.96230669008432 -137.341920208445 
1100 59.809335640280246 19.075988757359646 -156.359320993025 -137.28333223566534 
1200 59.35800355213581 18.932037888367205 -156.26587664988008 -137.33383876151288 
1300 62.283062855550604 19.86497582839294 -157.1090990644627 -137.24412323606975 
1400 56.93168791533392 18.158172582659525 -155.44501732698745 -137.28684474432794 
1500 58.263833492928455 18.583055985715507 -155.91700554789097 -137.33394956217546 
1600 57.40448498400266 18.308969635826646 -155.68941537595128 -137.38044574012463 
1700 62.933295157317815 20.072365259246773 -157.42260552725998 -137.3502402680132 
1800 53.458901344656965 17.050538851741983 -154.52525665927115 -137.47471780752917 
1900 59.48052539679266 18.971115823378256 -156.30527788410888 -137.33416206073062 
2000 62.75114394342393 20.01426873516435 -157.3013263422373 -137.28705760707294 
2100 57.86465886234935 18.455740564408238 -155.66814503629155 -137.2124044718833 
2200 60.48709289914099 19.29215718176761 -156.59447067542675 -137.30231349365914 
2300 53.81193893437139 17.163139017254977 -154.43944722327996 -137.27630820602496 
2400 59.52572192846969 18.985531106893998 -156.33952785977587 -137.35399675288187 
2500 58.92686578061914 18.794527929524154 -156.0304153842789 -137.23588745475476 
2600 61.659410637333096 19.666064026817814 -156.94491185384965 -137.27884782703183 
2700 58.81987818455728 18.76040459145654 -156.07031130251372 -137.30990671105718 
2800 53.1547544516272 16.953532211392105 -154.26693032971139 -137.31339811831927 
2900 54.95193294986027 17.526736318414052 -154.82877245967364 -137.30203614125958 
3000 55.99963564600557 17.860897610104825 -155.23428954046472 -137.3733919303599 
3100 56.97369925440668 18.171571959583783 -155.46229969092994 -137.29072773134615 
3200 54.826607704453416 17.48676424805411 -154.8242593729202 -137.3374951248661 
3300 58.17828923788985 18.555771929975652 -155.99088297182274 -137.43511104184708 
3400 57.2876173828724 18.271695102990016 -155.64132352778705 -137.36962842479704 
